AR_days:	7
child_num	tree_level	modularity	zero_ratio	RMSE
1	1	0.028539703161912292	0	3.455466533019366
1	2	0.04792206595352999	0	4.737224197390497
1	3	0.055366619538806304	0	4.2837831559374075
1	4	0.055366619538806304	0	4.2837831559374075
1	5	0.055366619538806304	0	4.2837831559374075
1	6	0.055366619538806304	0	4.2837831559374075
1	7	0.055366619538806304	0	4.2837831559374075
2	1	0.06507915457563573	0	4.476242798677269
2	2	0.1465668964618141	0	5.311799075920363
2	3	0.18035509981141365	0	3.515937720772393
2	4	0.21136283432496647	0	4.420935223313192
2	5	0.21993688313264656	0	3.3727086780368998
2	6	0.22438293596829773	0	3.3751701509955954
2	7	0.22864579704150925	0	4.847935573954015
3	1	0.10232664777056746	0	5.443504050094806
3	2	0.2198143806657391	0	5.736569883286914
3	3	0.27935282733445876	0	4.288867037842736
3	4	0.3751126685532795	0	3.3965121587338727
3	5	0.36014151844617426	0	5.805012984002304
3	6	0.3608270827105188	0	5.813228370751256
3	7	0.3669398434216175	0	4.523401337697794
4	1	0.13312309362560096	0	4.406787863900019
4	2	0.30221470973658593	0	10.918851292264094
4	3	0.36439988401601303	0	7.338820389808313
4	4	0.4194698003322177	0	5.159427490544937
4	5	0.39666074009472024	0	5.19786110602478
4	6	0.38599628221871074	0	5.33308633641628
4	7	0.373595436164976	0	5.614336774909077
5	1	0.15378442712676646	0	4.503723859469954
5	2	0.3595009092155571	0	3.5338330517413716
5	3	0.43044107631341755	0	4.987548701043087
5	4	0.4158115844626413	0	3.8760928507283245
5	5	0.39960192317634297	0	3.8373894991541357
5	6	0.38637840000539464	0	7.692740868263418
5	7	0.4040097642333256	0	7.548171126438825
6	1	0.20248983454299835	0	3.422471568591473
6	2	0.41223428765377423	0	3.553833042528461
6	3	0.40728473844037505	0	3.440968740720747
6	4	0.4047616371724183	0	3.740363038355966
6	5	0.37423379764390674	0	3.848733660590662
6	6	0.39949403109539683	0	5.735019784484548
6	7	0.3934385880523007	0	6.571508491256709
7	1	0.21909847175362843	0	7.10617298591984
7	2	0.38869807974573434	0	7.089055341056556
7	3	0.3856298986938315	0	4.922232639274357
7	4	0.3865874409122277	0	3.9751558132620866
7	5	0.3872819961833177	0	9.301084908328326
7	6	0.3289438489151227	0	6.555891626817985
7	7	0.22504040333656267	0	5.175897195194626
